Datum;Breite;Höhe;R;Zoll;RF;Speed_Index;Load_Index;Fabrikat;Profil;Teilenummer;Preis_Leasing_Netto
01.01.2025;235;55;R;19;XL;V;105;Continental;AllSeason Contact EVc,;ZTR236559VCAL0;182.61
01.01.2025;235;55;R;19;XL;V;105;Continental;AllSeason Contact EVc,;ZTR236559VCZ00;182.61
01.01.2025;255;55;R;19;XL;W;111;Continental;AllSeason Contact 2 EVc,;ZTR236559VCZ01;182.61
01.01.2025;195;55;R;20;XL;H;95;Continental;AllSeason Contact 2;ZTR256559WCZ00;189.02
01.01.2025;255;55;R;20;XL;Y;110;Continental;AllSeason Contact 2 EVc,;ZTR196550HCZ00;127.74
01.01.2025;195;50;R;15;XL;H;86;Continental;AllSeason Contact 2 EVc,;ZTR256550YCZ00;269.74
01.01.2025;185;50;R;16;XL;H;81;Continental;Unbekannt;ZTR196505HCAL0;96.11
01.01.2025;195;50;R;16;XL;V;88;Continental;AllSeason Contact 2 EVc,;ZTR185506HCZ00;153.23
01.01.2025;205;50;R;17;XL;W;93;Continental;AllSeason Contact 2 EVc,;ZTR196506VCZ00;159.97
01.01.2025;205;50;R;17;XL;H;89;Continental;Unbekannt;ZTR206507WCZ00;152.02
01.01.2025;205;50;R;17;XL;V;93;Continental;AllSeason Contact FOR, EVc,;ZTR205507HCAL0;150.92
01.01.2025;205;50;R;17;XL;V;93;Continental;Contact TS 815 Seal ContiSeal (AirStop), ServOff;ZTR204507VC152;147.69
01.01.2025;215;50;R;17;XL;W;95;Continental;AllSeason Contact 2 EVc,;ZTR206507VCZ00;154.36
01.01.2025;215;50;R;17;XL;V;95;Continental;AllSeason Contact 2 EVc,;ZTR216507WCZ00;159.74
01.01.2025;225;50;R;17;XL;Y;98;Continental;AllSeason Contact EVc,;ZTR216507VCAL0;163.28
01.01.2025;225;50;R;17;XL;V;98;Continental;AllSeason Contact 2 EVc,;ZTR226507YCZ00;154.34
01.01.2025;215;50;R;18;XL;W;92;Continental;Unbekannt;ZTR226507VCZ00;157.21
01.01.2025;225;50;R;18;XL;W;99;Continental;AllSeason Contact 2 EVc,;ZTR215508WCZ00;178.73
01.01.2025;225;50;R;18;XL;V;95;Continental;Unbekannt;ZTR226508WCZ00;192.21
01.01.2025;235;50;R;18;XL;V;101;Continental;AllSeason Contact 2 (+) EVc, (+),;ZTR225508VCZ0V;169.82
01.01.2025;245;50;R;18;XL;V;100;Continental;Unbekannt;ZTR236508VCZ00;170.56
01.01.2025;195;50;R;19;XL;H;88;Continental;Unbekannt;ZTR245508VCZ00;194.98
01.01.2025;215;50;R;19;XL;T;93;Continental;Unbekannt;ZTR195509HCZ00;169.11
01.01.2025;215;50;R;19;XL;T;93;Continental;Unbekannt;ZTR215509TCZ00;160.96
01.01.2025;225;50;R;19;XL;V;100;Continental;AllSeasonContact Seal (+) EVc, (+), N, ContiSeal (AirStop), ServOff;ZTR213509TCZ0V;150.32
01.01.2025;235;50;R;19;XL;W;103;Continental;AllSeason Contact 2 EVc,;ZTR226509VCZ00;205.73
01.01.2025;235;50;R;19;XL;T;99;Continental;Unbekannt;ZTR236509WCZ00;186.67
01.01.2025;235;50;R;19;XL;V;103;Continental;AllSeason Contact Seal (+) EVc, (+), N, ContiSeal (AirStop);ZTR233509TCZ0V;195.91
01.01.2025;245;50;R;19;XL;W;105;Continental;AllSeason Contact 2 EVc,;ZTR236509VCZ00;185.72
01.01.2025;255;50;R;19;XL;W;107;Continental;AllSeason Contact 2 EVc,;ZTR246509WCZ00;220.53
01.01.2025;255;50;R;19;XL;T;103;Continental;Unbekannt;ZTR256509WCZ00;205.52
01.01.2025;255;50;R;19;XL;T;103;Continental;Unbekannt;ZTR255509TCZ01;184.16
01.01.2025;255;50;R;19;XL;H;107;Continental;AllSeason Contact 2 Seal EVc, Y, ContiSeal (Airstop);ZTR253509TCZ01;194.52
01.01.2025;265;50;R;19;XL;W;110;Continental;AllSeason Contact EVc,;ZTR256509HCZ00;200.04
01.01.2025;235;50;R;20;XL;T;100;Continental;Unbekannt;ZTR266509WCZ00;219.99
01.01.2025;235;50;R;20;XL;T;100;Continental;Unbekannt;ZTR233500TCZ00;230.88
01.01.2025;235;50;R;20;XL;T;100;Continental;Unbekannt;ZTR235500TCZ01;209.64
01.01.2025;255;50;R;20;XL;V;109;Continental;AllSeason Contact 2 Seal EVc, Y, ContiSeal (Airstop);ZTR233500TCZ01;230.88
01.01.2025;195;45;R;16;XL;V;84;Continental;AllSeason Contact 2 EVc,;ZTR256500VCZ00;266.84
01.01.2025;205;45;R;16;XL;H;83;Continental;Unbekannt;ZTR196456VCZ00;134.87
01.01.2025;215;45;R;16;XL;V;90;Continental;AllSeason Contact 2 EVc,;ZTR205456HCZ00;159.62
01.01.2025;205;45;R;17;XL;W;88;Continental;AllSeason Contact 2 EVc,;ZTR216456VCZ00;171.03
01.01.2025;205;45;R;17;XL;V;88;Continental;AllSeason Contact 2 EVc,;ZTR206457WCZ00;150.40
01.01.2025;215;45;R;17;XL;W;91;Continental;AllSeason Contact 2 EVc,;ZTR206457VCZ00;151.71
01.01.2025;215;45;R;17;XL;W;91;Continental;AllSeason Contact EVc,;ZTR216457WCAL0;138.59
01.01.2025;225;45;R;17;XL;W;94;Continental;AllSeason Contact 2 EVc,;ZTR216457WCZ00;138.59
01.01.2025;225;45;R;17;XL;Y;94;Continental;AllSeason Contact 2 EVc, Y, ServOff;ZTR226457WCZ00;102.98
01.01.2025;225;45;R;17;XL;V;94;Continental;AllSeason Contact 2 EVc,;ZTR226457YCZ00;113.99
01.01.2025;225;45;R;17;XL;V;94;Continental;AllSeason Contact EVc,;ZTR226457VCZ00;107.24
01.01.2025;235;45;R;17;XL;Y;97;Continental;AllSeason Contact 2 EVc,;ZTR226457VCZ01;107.24
01.01.2025;235;45;R;17;XL;Y;97;Continental;AllSeason Contact EVc,;ZTR236457YCAL0;138.78
01.01.2025;245;45;R;17;XL;Y;99;Continental;AllSeason Contact 2 EVc,;ZTR236457YCZ00;138.78
01.01.2025;215;45;R;18;XL;V;93;Continental;AllSeason Contact 2 EVc,;ZTR246457YCZ00;179.81
01.01.2025;225;45;R;18;XL;Y;95;Continental;AllSeason Contact 2 EVc,;ZTR216458VCZ00;176.52
01.01.2025;225;45;R;18;XL;V;95;Continental;AllSeason Contact 2 EVc,;ZTR226458YCZ00;167.66
01.01.2025;225;45;R;18;XL;V;95;Continental;AllSeason Contact EVc,;ZTR226458VCAL0;166.33
01.01.2025;235;45;R;18;XL;Y;98;Continental;AllSeason Contact 2 EVc,;ZTR226458VCZ00;166.33
01.01.2025;245;45;R;18;XL;W;96;Continental;Unbekannt;ZTR236458YCZ00;174.76
01.01.2025;245;45;R;18;XL;W;96;Continental;Unbekannt;ZTR245458WCAL0;179.79
01.01.2025;245;45;R;18;XL;Y;100;Continental;AllSeasonContact Seal ContiSeal (AirStop),;ZTR243458WCAL0;192.03
01.01.2025;255;45;R;18;XL;Y;103;Continental;AllSeason Contact 2 EVc,;ZTR246458YCZ00;180.97
01.01.2025;225;45;R;19;XL;W;96;Continental;AllSeason Contact 2 EVc,;ZTR256458YCZ00;201.13
01.01.2025;235;45;R;19;XL;W;99;Continental;AllSeason Contact 2 EVc,;ZTR226459WCZ01;208.28
01.01.2025;245;45;R;19;XL;Y;102;Continental;AllSeason Contact 2 EVc,;ZTR236459WCZ00;225.06
01.01.2025;255;45;R;19;XL;Y;104;Continental;AllSeason Contact 2 EVc,;ZTR246459YCZ01;219.71
01.01.2025;255;45;R;19;XL;T;100;Continental;Unbekannt;ZTR256459YCZ01;232.08
01.01.2025;215;45;R;20;XL;T;95;Continental;AllSeasonContact Seal (+) (+), N, ContiSeal (AirStop), Evc;ZTR253459TCZ0V;223.83
01.01.2025;215;45;R;20;XL;T;95;Continental;AllSeason Contact 2 Seal EVc, Y, ContiSeal (Airstop);ZTR214450TCZ00;215.82
01.01.2025;235;45;R;20;XL;W;100;Continental;AllSeason Contact 2 EVc,;ZTR216450TCZ00;191.51
01.01.2025;235;45;R;20;XL;T;100;Continental;AllSeason Contact 2 EVc,;ZTR236450WCZ00;259.26
01.01.2025;235;45;R;20;XL;T;100;Continental;AllSeason Contact 2 EVc,;ZTR236450TCZ00;248.16
01.01.2025;245;45;R;20;XL;W;103;Continental;AllSeason Contact 2 Seal EVc, Y, ContiSeal (Airstop);ZTR234450TCZ00;262.36
01.01.2025;245;45;R;20;XL;V;103;Continental;AllSeason Contact 2 EVc,;ZTR246450WCZ00;269.32
01.01.2025;255;45;R;20;XL;W;105;Continental;AllSeason Contact 2 EVc,;ZTR246450VCZ00;256.00
01.01.2025;255;45;R;20;XL;W;105;Continental;AllSeason Contact EVc,;ZTR256450WCAL0;263.91
01.01.2025;255;45;R;20;XL;T;101;Continental;Unbekannt;ZTR256450WCZ00;263.91
01.01.2025;255;45;R;20;XL;T;101;Continental;Unbekannt;ZTR255450TCZ01;252.35
01.01.2025;265;45;R;20;XL;Y;108;Continental;AllSeason Contact 2 ContiSeal (Airstop) EVc,;ZTR253450TCZ01;275.22
01.01.2025;265;45;R;20;XL;Y;108;Continental;AllSeason Contact EVc,;ZTR266450YCZ00;264.44
01.01.2025;275;45;R;20;XL;Y;110;Continental;AllSeason Contact 2 EVc,;ZTR266450YCZ01;264.44
01.01.2025;285;45;R;20;XL;Y;112;Continental;AllSeason Contact 2 EVc,;ZTR276450YCZ00;255.89
01.01.2025;235;45;R;21;XL;T;101;Continental;AllSeason Contact 2 EVc,;ZTR286450YCZ00;283.19
01.01.2025;235;45;R;21;XL;T;101;Continental;AllSeason Contact 2 Seal EVc, Y, ContiSeal (Airstop);ZTR234451TCZ00;246.65
01.01.2025;275;45;R;21;XL;Y;110;Continental;AllSeason Contact 2 EVc,;ZTR236451TCZ00;231.22
01.01.2025;205;40;R;17;XL;W;84;Continental;AllSeason Contact 2 EVc,;ZTR276451YCZ01;252.59
01.01.2025;215;40;R;17;XL;Y;87;Continental;AllSeason Contact 2 EVc,;ZTR206407WCZ00;148.47
01.01.2025;215;40;R;17;XL;V;87;Continental;AllSeason Contact 2 EVc,;ZTR216407YCZ00;162.12
01.01.2025;205;40;R;18;XL;Y;86;Continental;AllSeason Contact 2 EVc,;ZTR216407VCZ00;160.47
01.01.2025;215;40;R;18;XL;W;89;Continental;AllSeason Contact 2 EVc,;ZTR206408YCZ00;173.62
01.01.2025;225;40;R;18;XL;W;92;Continental;AllSeason Contact 2 EVc,;ZTR216408WCZ00;156.63
01.01.2025;225;40;R;18;XL;Y;92;Continental;AllSeason Contact 2 EVc,;ZTR226408WCZ00;118.64
01.01.2025;225;40;R;18;XL;V;92;Continental;AllSeason Contact 2 EVc,;ZTR226408YCZ00;113.32
01.01.2025;235;40;R;18;XL;Y;95;Continental;AllSeason Contact 2 EVc,;ZTR226408VCZ00;121.77
01.01.2025;245;40;R;18;XL;Y;97;Continental;AllSeason Contact 2 EVc,;ZTR236408YCZ00;160.12
01.01.2025;245;40;R;18;XL;V;97;Continental;AllSeason Contact 2 EVc,;ZTR246408YCZ01;161.52
01.01.2025;255;40;R;18;XL;Y;99;Continental;AllSeason Contact 2 EVc,;ZTR246408VCZ00;160.29
01.01.2025;275;40;R;18;XL;Y;103;Continental;AllSeason Contact 2 EVc,;ZTR256408YCZ00;209.42
01.01.2025;225;40;R;19;XL;Y;93;Continental;AllSeason Contact 2 EVc,;ZTR276408YCZ00;260.59
01.01.2025;235;40;R;19;XL;Y;96;Continental;AllSeason Contact 2 EVc,;ZTR226409YCZ01;209.16
01.01.2025;245;40;R;19;XL;Y;98;Continental;AllSeason Contact 2 EVc,;ZTR236409YCZ01;214.29
01.01.2025;255;40;R;19;XL;Y;100;Continental;AllSeason Contact 2 EVc,;ZTR246409YCZ00;198.80
01.01.2025;275;40;R;19;XL;Y;105;Continental;AllSeason Contact 2 EVc,;ZTR256409YCZ00;215.86
01.01.2025;245;40;R;20;XL;Y;99;Continental;AllSeason Contact 2 EVc,;ZTR276409YCZ01;245.59
01.01.2025;255;40;R;20;XL;Y;101;Continental;AllSeason Contact 2 EVc,;ZTR246400YCZ00;253.75
01.01.2025;255;40;R;20;XL;Y;101;Continental;AllSeason Contact EVc,;ZTR256400YCZ00;237.56
01.01.2025;255;40;R;20;XL;T;101;Continental;AllSeason Contact 2 EVc,;ZTR256400YCZ01;237.56
01.01.2025;255;40;R;20;XL;T;101;Continental;AllSeason Contact 2 EVc,;ZTR256400TCZ00;240.84
01.01.2025;275;40;R;20;XL;Y;106;Continental;AllSeason Contact 2 ContiSeal (Airstop) EVc,;ZTR254400TCZ00;259.59
01.01.2025;255;40;R;21;XL;T;102;Continental;AllSeason Contact EVc,;ZTR276400YCZ00;252.20
01.01.2025;255;40;R;21;XL;T;102;Continental;AllSeason Contact 2 EVc,;ZTR256401TCZ00;246.72
01.01.2025;265;40;R;21;XL;Y;105;Continental;AllSeason Contact 2 Seal EVc, Y, ContiSeal (Airstop);ZTR254401TCZ00;276.27
01.01.2025;275;40;R;21;XL;Y;107;Continental;AllSeason Contact 2 EVc,;ZTR266401YCZ00;304.95
01.01.2025;285;40;R;21;XL;Y;109;Continental;AllSeason Contact 2 EVc,;ZTR276401YCZ00;309.69
01.01.2025;245;35;R;18;XL;W;92;Continental;AllSeason Contact 2 EVc,;ZTR286401YCZ00;317.19
01.01.2025;245;35;R;18;XL;Y;92;Continental;AllSeason Contact EVc,;ZTR246358WCAL0;181.59
01.01.2025;255;35;R;18;XL;Y;94;Continental;AllSeason Contact 2 EVc,;ZTR246358YCZ00;181.59
01.01.2025;235;35;R;19;XL;Y;91;Continental;AllSeason Contact 2 EVc,;ZTR256358YCZ00;189.73
01.01.2025;245;35;R;19;XL;Y;93;Continental;AllSeason Contact 2 EVc,;ZTR236359YCZ00;183.61
01.01.2025;255;35;R;19;XL;Y;96;Continental;AllSeason Contact 2 EVc,;ZTR246359YCZ00;238.58
01.01.2025;245;35;R;20;XL;Y;95;Continental;AllSeason Contact 2 EVc,;ZTR256359YCZ00;210.50
01.01.2025;255;35;R;20;XL;Y;97;Continental;AllSeason Contact 2 EVc,;ZTR246350YCZ00;252.84
01.01.2025;275;35;R;20;XL;Y;102;Continental;AllSeason Contact 2 EVc,;ZTR256350YCZ00;225.77
01.01.2025;245;35;R;21;XL;Y;96;Continental;AllSeason Contact 2 EVc,;ZTR276350YCZ00;265.60
01.01.2025;265;35;R;21;XL;Y;101;Continental;AllSeason Contact 2 EVc,;ZTR246351YCZ00;299.32
01.01.2025;165;70;R;14;XL;T;85;Dunlop;Unbekannt;ZTR266351YCZ00;314.36
01.01.2025;175;70;R;14;XL;T;88;Dunlop;Unbekannt;ZTR166704TDZ00;61.89
01.01.2025;165;65;R;14;XL;T;83;Dunlop;Unbekannt;ZTR176704TDZ00;76.47
01.01.2025;175;65;R;14;XL;H;86;Dunlop;Unbekannt;ZTR166654TDZ00;65.73
01.01.2025;185;65;R;14;XL;H;86;Dunlop;Unbekannt;ZTR176654HDZ00;64.20
01.01.2025;165;65;R;15;XL;T;81;Dunlop;Unbekannt;ZTR185654HDZ00;76.47
01.01.2025;175;65;R;15;XL;H;88;Dunlop;Unbekannt;ZTR165655TDSA0;73.41
01.01.2025;185;65;R;15;XL;V;92;Dunlop;Unbekannt;ZTR176655HDZ00;84.16
01.01.2025;195;65;R;15;XL;V;95;Dunlop;Unbekannt;ZTR186655VDZ00;71.87
01.01.2025;205;65;R;15;XL;V;99;Dunlop;Unbekannt;ZTR196655VDZ00;59.74
01.01.2025;215;65;R;16;XL;V;102;Dunlop;Unbekannt;ZTR206655VDZ00;102.58
01.01.2025;225;65;R;17;XL;V;106;Dunlop;Unbekannt;ZTR216656VDZ00;101.06
01.01.2025;185;60;R;14;XL;H;86;Dunlop;Unbekannt;ZTR226657VDZ00;122.54
01.01.2025;185;60;R;15;XL;V;88;Dunlop;Unbekannt;ZTR186604HDZ00;67.26
01.01.2025;195;60;R;15;XL;V;92;Dunlop;Unbekannt;ZTR186605VDZ00;75.71
01.01.2025;195;60;R;16;XL;V;93;Dunlop;Unbekannt;ZTR196605VDZ01;84.16
01.01.2025;205;60;R;16;XL;V;96;Dunlop;Unbekannt;ZTR196606VDZ00;116.39
01.01.2025;215;60;R;16;XL;V;99;Dunlop;All Season 2;ZTR206606VDZ00;96.81
01.01.2025;215;60;R;17;XL;V;100;Dunlop;Unbekannt;ZTR216606VDZ00;117.98
01.01.2025;185;55;R;15;XL;V;86;Dunlop;Unbekannt;ZTR216607VDZ00;131.74
01.01.2025;195;55;R;15;XL;H;85;Dunlop;Unbekannt;ZTR186555VDZ00;84.62
01.01.2025;195;55;R;16;XL;V;91;Dunlop;Unbekannt;ZTR195555HDZ00;85.47
01.01.2025;205;55;R;16;XL;V;91;Dunlop;Unbekannt;ZTR196556VDZ00;97.98
01.01.2025;205;55;R;16;XL;V;94;Dunlop;Unbekannt;ZTR205556VDZ00;71.87
01.01.2025;215;55;R;16;XL;V;97;Dunlop;Unbekannt;ZTR206556VDZ00;73.41
01.01.2025;225;55;R;16;XL;W;99;Dunlop;Unbekannt;ZTR216556VDZ00;124.08
01.01.2025;205;55;R;17;XL;V;95;Dunlop;Unbekannt;ZTR226556WDZ00;148.20
01.01.2025;215;55;R;17;XL;W;98;Dunlop;Unbekannt;ZTR206557VDZ00;117.93
01.01.2025;225;55;R;17;XL;W;101;Dunlop;Unbekannt;ZTR216557WDZ00;125.72
01.01.2025;225;55;R;18;XL;V;102;Dunlop;Unbekannt;ZTR226557WDZ00;139.21
01.01.2025;195;50;R;15;XL;V;86;Dunlop;Unbekannt;ZTR226558VDZ00;136.37
01.01.2025;205;50;R;17;XL;W;93;Dunlop;Unbekannt;ZTR196505VDZ00;71.87
01.01.2025;215;50;R;17;XL;W;95;Dunlop;Unbekannt;ZTR206507WDZ00;110.72
01.01.2025;225;50;R;17;XL;W;98;Dunlop;Unbekannt;ZTR216507WDZ00;130.21
01.01.2025;195;45;R;16;XL;V;84;Dunlop;Unbekannt;ZTR226507WDZ00;119.72
01.01.2025;205;45;R;17;XL;W;88;Dunlop;Unbekannt;ZTR196456VDZ00;97.98
01.01.2025;215;45;R;17;XL;W;91;Dunlop;Unbekannt;ZTR206457WDZ00;130.21
01.01.2025;225;45;R;17;XL;W;94;Dunlop;Unbekannt;ZTR216457WDZ00;106.22
01.01.2025;235;45;R;17;XL;Y;97;Dunlop;Unbekannt;ZTR226457WDZ00;85.23
01.01.2025;225;45;R;18;XL;Y;95;Dunlop;Unbekannt;ZTR236457YDZ00;107.73
01.01.2025;235;45;R;18;XL;Y;98;Dunlop;Unbekannt;ZTR226458YDZ00;134.71
01.01.2025;245;45;R;18;XL;Y;100;Dunlop;Unbekannt;ZTR236458YDZ00;149.71
01.01.2025;225;45;R;19;XL;W;96;Dunlop;Unbekannt;ZTR246458YDZ00;148.20
01.01.2025;245;45;R;19;XL;Y;102;Dunlop;Unbekannt;ZTR226459WDZ00;171.03
01.01.2025;225;40;R;18;XL;Y;92;Dunlop;Unbekannt;ZTR246459YDZ00;171.03
01.01.2025;245;40;R;18;XL;Y;97;Dunlop;Unbekannt;ZTR226408YDZ00;88.61
01.01.2025;155;70;R;13;XL;T;75;Falken;Unbekannt;ZTR246408YDZ00;130.21
01.01.2025;165;70;R;13;XL;T;79;Falken;Unbekannt;ZTR155703TE210;51.47
01.01.2025;175;70;R;13;XL;T;82;Falken;Unbekannt;ZTR165703TE210;55.43
01.01.2025;165;70;R;14;XL;T;81;Falken;Unbekannt;ZTR175703TE210;56.88
01.01.2025;165;70;R;14;XL;T;81;Falken;Unbekannt;ZTR165704TEZ00;57.33
01.01.2025;175;70;R;14;;T;84;Falken;Unbekannt;ZTR165704TE210;57.33
01.01.2025;175;70;R;14;XL;T;88;Falken;Unbekannt;ZTR175704TEZ00;69.86
01.01.2025;175;70;R;14;XL;T;88;Falken;Unbekannt;ZTR176704TE210;72.02
01.01.2025;175;70;R;14;XL;T;84;Falken;Unbekannt;ZTR176704TEZ00;72.02
01.01.2025;175;65;R;13;XL;T;80;Falken;Unbekannt;ZTR175704TE210;69.86
01.01.2025;155;65;R;14;XL;T;75;Falken;Unbekannt;ZTR175653TE210;65.17
01.01.2025;155;65;R;14;XL;T;75;Falken;Unbekannt;ZTR155654TEZ00;55.07
01.01.2025;165;65;R;14;XL;T;79;Falken;Unbekannt;ZTR155654TE210;55.07
01.01.2025;175;65;R;14;;T;82;Falken;Unbekannt;ZTR165654TE210;56.88
01.01.2025;175;65;R;14;;T;82;Falken;Unbekannt;ZTR175654TEZ00;56.51
01.01.2025;185;65;R;14;;H;86;Falken;Unbekannt;ZTR175654TE210;56.51
01.01.2025;185;65;R;14;;H;86;Falken;Unbekannt;ZTR185654HEZ00;68.42
01.01.2025;165;65;R;15;;T;81;Falken;Unbekannt;ZTR185654HE210;68.42
01.01.2025;175;65;R;15;;H;84;Falken;Euroallseason AS210;ZTR165655TE210;66.26
01.01.2025;175;65;R;15;XL;H;88;Falken;Unbekannt;ZTR175655HEZ00;70.58
01.01.2025;175;65;R;15;XL;H;84;Falken;Unbekannt;ZTR176655HE210;73.83
01.01.2025;185;65;R;15;XL;T;92;Falken;Unbekannt;ZTR175655HE210;70.58
01.01.2025;185;65;R;15;XL;H;88;Falken;Unbekannt;ZTR186655TE210;69.86
01.01.2025;195;65;R;15;XL;H;91;Falken;Unbekannt;ZTR185655HE210;69.86
01.01.2025;195;65;R;15;XL;V;95;Falken;Unbekannt;ZTR195655HE210;64.08
01.01.2025;195;65;R;15;XL;V;91;Falken;Unbekannt;ZTR196655VE210;70.21
01.01.2025;205;65;R;15;XL;H;99;Falken;Unbekannt;ZTR195655VE210;67.70
01.01.2025;205;65;R;16;XL;H;95;Falken;Unbekannt;ZTR206655HE210;95.82
01.01.2025;165;60;R;14;XL;T;79;Falken;Unbekannt;ZTR205656HEZ00;97.99
01.01.2025;185;60;R;14;XL;H;82;Falken;Unbekannt;ZTR166604TE210;70.94
01.01.2025;185;60;R;14;XL;H;82;Falken;Unbekannt;ZTR185604HEZ00;62.64
01.01.2025;155;60;R;15;XL;T;74;Falken;Unbekannt;ZTR185604HE210;62.64
01.01.2025;165;60;R;15;XL;T;81;Falken;Unbekannt;ZTR155605TE210;69.14
01.01.2025;185;60;R;15;XL;T;84;Falken;Unbekannt;ZTR166605TE210;73.11
01.01.2025;185;60;R;15;XL;T;84;Falken;Unbekannt;ZTR185605TEZ00;73.11
01.01.2025;185;60;R;15;XL;H;88;Falken;Unbekannt;ZTR185605TE210;73.11
01.01.2025;195;60;R;15;XL;H;88;Falken;Unbekannt;ZTR186605HE210;73.57
01.01.2025;195;60;R;15;XL;V;92;Falken;Unbekannt;ZTR195605HE210;75.62
01.01.2025;175;60;R;16;XL;H;82;Falken;Unbekannt;ZTR196605VE210;78.52
01.01.2025;185;60;R;16;XL;V;86;Falken;Unbekannt;ZTR175606HE210;95.48
01.01.2025;195;60;R;16;XL;V;93;Falken;Unbekannt;ZTR185606VE210;104.49
01.01.2025;205;60;R;16;XL;V;96;Falken;Unbekannt;ZTR196606VE210;105.58
01.01.2025;215;60;R;16;XL;V;99;Falken;Unbekannt;ZTR206606VE210;99.71
01.01.2025;175;55;R;15;XL;T;77;Falken;Unbekannt;ZTR216606VE210;108.57
01.01.2025;185;55;R;15;XL;H;86;Falken;Unbekannt;ZTR175555TE210;78.88
01.01.2025;185;55;R;15;XL;H;82;Falken;Unbekannt;ZTR186555HE210;85.72
01.01.2025;195;55;R;15;XL;H;85;Falken;Unbekannt;ZTR185555HE210;80.92
01.01.2025;195;55;R;15;XL;V;89;Falken;Unbekannt;ZTR195555HE210;85.47
01.01.2025;195;55;R;16;XL;V;91;Falken;Unbekannt;ZTR196555VE210;92.94
01.01.2025;195;55;R;16;XL;V;87;Falken;Unbekannt;ZTR196556VE210;99.44
01.01.2025;205;55;R;16;XL;H;91;Falken;Unbekannt;ZTR195556VE210;96.54
01.01.2025;205;55;R;16;XL;V;94;Falken;Unbekannt;ZTR205556HE210;74.56
01.01.2025;215;55;R;16;XL;V;97;Falken;Unbekannt;ZTR206556VE210;77.08
01.01.2025;225;55;R;16;XL;V;99;Falken;Unbekannt;ZTR216556VE210;110.99
01.01.2025;205;55;R;17;XL;V;95;Falken;Unbekannt;ZTR226556VE210;121.07
01.01.2025;215;55;R;17;XL;V;98;Falken;Unbekannt;ZTR206557VE210;111.70
01.01.2025;225;55;R;17;XL;V;101;Falken;Unbekannt;ZTR216557VE210;116.23
01.01.2025;235;55;R;17;XL;W;103;Falken;Unbekannt;ZTR226557VE210;121.80
01.01.2025;205;55;R;19;XL;V;97;Falken;Unbekannt;ZTR236557WEZ00;126.39
01.01.2025;195;50;R;15;XL;V;82;Falken;Unbekannt;ZTR206559VE210;129.73
01.01.2025;185;50;R;16;XL;V;85;Falken;Unbekannt;ZTR195505VE210;69.14
01.01.2025;185;50;R;16;XL;V;81;Falken;Unbekannt;ZTR186506VEZ00;94.60
01.01.2025;195;50;R;16;XL;V;88;Falken;Unbekannt;ZTR185506VEAS1;94.60
01.01.2025;205;50;R;17;XL;V;93;Falken;Unbekannt;ZTR196506VE210;104.49
01.01.2025;215;50;R;17;XL;V;95;Falken;Unbekannt;ZTR206507VE210;110.61
01.01.2025;225;50;R;17;XL;W;98;Falken;Euroallseason AS210;ZTR216507VE210;116.74
01.01.2025;225;50;R;18;XL;V;99;Falken;Unbekannt;ZTR226507WEZ00;117.58
01.01.2025;215;50;R;19;XL;T;93;Falken;Unbekannt;ZTR226508VEZ00;138.79
01.01.2025;265;50;R;20;XL;W;111;Falken;Unbekannt;ZTR215509TEZ00;131.17
01.01.2025;195;45;R;16;XL;V;84;Falken;Unbekannt;ZTR266500WEZ00;189.82
01.01.2025;215;45;R;16;XL;V;90;Falken;Unbekannt;ZTR196456VE210;91.13
01.01.2025;205;45;R;17;XL;V;88;Falken;Unbekannt;ZTR216456VE210;108.16
01.01.2025;215;45;R;17;XL;W;91;Falken;Unbekannt;ZTR206457VE210;106.29
01.01.2025;225;45;R;17;XL;W;94;Falken;Unbekannt;ZTR216457WE210;97.87
01.01.2025;235;45;R;17;XL;W;97;Falken;Unbekannt;ZTR226457WEZ00;86.42
01.01.2025;245;45;R;17;XL;W;99;Falken;Unbekannt;ZTR236457WEZ00;98.57
01.01.2025;225;45;R;18;XL;W;95;Falken;Unbekannt;ZTR246457WEZ00;125.69
01.01.2025;235;45;R;18;XL;W;98;Falken;Unbekannt;ZTR226458WEZ00;128.14
01.01.2025;255;45;R;18;XL;W;103;Falken;Unbekannt;ZTR236458WEZ00;132.72
01.01.2025;225;45;R;19;XL;W;96;Falken;Unbekannt;ZTR256458WEZ00;147.17
01.01.2025;225;45;R;19;XL;V;96;Falken;Unbekannt;ZTR226459WEZ00;157.03
01.01.2025;235;45;R;19;XL;W;99;Falken;Unbekannt;ZTR226459VE210;152.09
01.01.2025;245;45;R;19;XL;W;102;Falken;Unbekannt;ZTR236459WEZ00;166.03
01.01.2025;215;45;R;20;XL;T;95;Falken;Unbekannt;ZTR246459WEZ00;162.93
01.01.2025;225;40;R;18;XL;W;92;Falken;Unbekannt;ZTR216450TEZ00;144.31
01.01.2025;235;40;R;18;XL;W;95;Falken;Unbekannt;ZTR226408WEZ00;91.88
01.01.2025;245;40;R;18;XL;W;97;Falken;Unbekannt;ZTR236408WEZ00;115.47
01.01.2025;265;40;R;19;XL;W;102;Falken;Unbekannt;ZTR246408WEZ00;121.46
01.01.2025;245;35;R;18;XL;W;92;Falken;Unbekannt;ZTR266409WEZ00;173.24
01.01.2025;255;35;R;19;XL;W;96;Falken;Unbekannt;ZTR246358WEZ00;126.74
01.01.2025;165;70;R;14;XL;T;85;Firestone;Unbekannt;ZTR256359WEZ00;147.17
